
",NA,NA,NA,"Spy scandal weighs on U.S. tech firms in China, Cisco takes hit

","McDonald's to spend up to $3 billion on new restaurants, remodeling

",NA,"US STOCKS-Dow, S&P; 500 touch new highs after Yellen speaks; Cisco sinks

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moody's cuts debt of Morgan Stanley, JPMorgan, Goldman, BoNY

","UPDATE 3-South Iraq oilfields calm; Schlumberger to return

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lockheed Martin to cut 4,000 jobs as U.S. defense spending falls

",NA,NA,NA,NA,"Moody's cuts debt of Morgan Stanley, JPMorgan, Goldman, BoNY

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VW hit by 2.6 million vehicle recall focused on China

","Applied Materials quarterly results exceed estimates

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

11152013,"UPDATE 1-Apple marketing executive says Samsung hurt iPhone, iPad demand

","Bill Gates wants Norway's $800 billion fund to spend more in Africa, Asia

",NA,NA,NA,"Buffett's Berkshire buys sizable new Exxon Mobil stake

",NA,"US STOCKS-Dow, S&P; close at new highs; Exxon Mobil leads Dow

",NA,NA,"Emerging market stock funds have $4.7 billion outflow: BofA

",NA,"In testimony, lawyer will deny bribery in Chevron-Ecuador case

",NA,NA,"Motor racing: AT&T; renews sponsorship of F1 champions Red Bull

",NA,NA,NA,NA,NA,NA,"GE plans credit card unit spinoff to shrink finance arm

",NA,"Spy scandal weighs on U.S. tech firms in China, Cisco takes hit

","Merck invests $107 million in China drug plant

","Comcast to sell digital movies through cable boxes, website

",NA,NA,NA,NA,NA,"RPT-INSIGHT-Boeing vote brings out rivals for lucrative jetliner work

",NA,NA,NA,"New Issue-IBM prices 750 mln stg 2020 bond

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UPDATE 2-Moody's cuts debt of Morgan Stanley, JPMorgan, Goldman, BNY Mellon

",NA,NA,NA,NA,NA,NA,NA,"Caterpillar to close another mining equipment plant

",NA,NA,"Starbucks loses 'Charbucks' appeal

",NA,NA,NA,NA,NA,"Moody's cuts debt of Morgan Stanley, JPMorgan, Goldman, BNY Mellon

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM recalls 15,000 Malibu sedans for fire threat

",NA,NA,NA,NA,NA,NA,NA,NA,"US STOCKS-Dow, S&P; close at new highs; Exxon Mobil leads Dow

",NA,"UPDATE 2-Moody's cuts debt of Morgan Stanley, JPMorgan, Goldman, BNY Mellon

",NA,NA

11182013,"Icahn says would 'never' push Apple to buy Nuance

","Google, Microsoft tighten online searches to combat child porn

","US STOCKS-Wall St sells off in late session; Dow below 16,000

","Washington Post Co to change name to Graham Holdings Co

",NA,NA,NA,"BRIEF-CLP Holdings says unit entered into acquisition agreements with units of Exxon Mobil Corp

",NA,NA,"Bank of America $8.5 billion settlement a 'win' for investors, lawyer says

","RESEARCH ALERT-Penn National Gaming: Wells Fargo raises to outperform

",NA,NA,"BRIEF-Pfizer gets FDA Approval for additional use of Xeljanz in Rheumatoid Arthritis

",NA,"RESEARCH ALERT-Cyberonics: Citigroup starts with buy - Theflyonthewall.com

",NA,"U.S. justices won't review intelligence court action on phone records

","BRIEF-Rajat Taneja joins Visa Inc as executive vice president of technology

",NA,NA,"GE to support building of world's largest liquid cracker in Egypt

",NA,NA,"Merck trial shows more melanoma cancer patients respond to drug

",NA,NA,NA,NA,NA,NA,"Dow, S&P; pull back from records after Icahn's caution

","AbbVie's hepatitis C treatment helps 96 pct of patients in trial

",NA,NA,NA,NA,"BRIEF-Amgen presents interim overall survival data from late-stage study of talimogene laherparepvec in patients with metastatic melanoma

","CORRECTED-(OFFICIAL)-Wal-Mart finds safety issues at Bangladesh factories

",NA,NA,NA,"New smarter Medtronic pacemaker may cut future heart damage: study

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deals of the day-Mergers and acquisitions

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. engine maker sees interest in F-35 fighter

",NA,NA,"BRIEF-CVS Caremark names Tracy Bahl executive vice president

",NA,"RBC hires branch managers from Morgan Stanley, UBS

",NA,NA,NA,NA,NA,NA,"Salesforce.com quarterly revenue rises to $1.08 billion

",NA,NA,NA,NA,NA,NA,NA,NA,"Opel and labour leaders reach outline severance deal for Bochum

",NA,"BRIEF-General Dynamics board elects Jason Aiken to be CFO, replacing L. Hugh Redd II

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

11192013,"Trader gets 30 months in prison for $1 billion Apple stock scheme

","Microsoft's Gates highlights tough requirements for new CEO

",NA,"German online sales growth forecast revised up to 44 pct

","J&J; unit to pay $2.5 billion in U.S. hip implant settlement

",NA,NA,"Exxon shuts Texas gas processing plant after fire

",NA,NA,NA,"RESEARCH ALERT-Endurance International: Wells Fargo starts with outperform - Theflyonthewall.com

","U.S. lawyer denies bribery at trial in Chevron-Ecuador case

","Teva-P&G; joint venture teams up with Australia's Swisse Wellness

",NA,NA,NA,NA,"CenturyLink boosts cloud offerings with Tier 3 buy

",NA,"US STOCKS SNAPSHOT-Wall St ends lower, but Home Depot helps Dow

",NA,"U.S. court questions ex-GE bankers' bid-rigging convictions

",NA,NA,"Merck brings maternity program from poor nations to U.S. as deaths rise

",NA,NA,NA,NA,NA,"STXNEWS LATAM-Gol swaps Oracle for SAP in cost-cutting push

","U.S. Navy committed to F-35 despite talks about more F/A-18 buys

",NA,NA,NA,"CenturyLink boosts cloud offerings with Tier 3 buy

",NA,NA,"COLUMN-Timing the capitol bloviators, the French as the tough guys, and Wal-Mart's reputation

",NA,NA,NA,"Medtronic profit up as heart device sales revive

",NA,NA,NA,NA,NA,NA,"BRIEF- Celgene invests $6 mln in Alliqua at $3.59/shr

",NA,NA,"Goldman nears deal for events company PSAV: sources

","UPDATE 1-Gazprom Neft delays Iraq oilfield launch, cites safety concerns

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Navy committed to F-35 despite talks about more F/A-18 buys

",NA,NA,NA,NA,"Rosneft studying Morgan Stanley oil trading unit

",NA,"RPT-Fitch Affirms Costco's IDR at 'A+'; Outlook Stable

",NA,NA,NA,NA,"RESEARCH ALERT-Salesforce.com: Barclays raises price target

",NA,NA,NA,NA,NA,"BRIEF-Mondelez announces $1.5 bln cash tender offer for certain notes

",NA,NA,"Venezuela fines General Motors over spare parts' prices

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raytheon says in final talks on Qatar Patriot deal

",NA,NA,NA

11202013,"Trader gets 30 months in prison for $1 billion Apple stock scheme

","Microsoft sues Acacia over smartphone patents

",NA,"Norway, UK, U.S. allocate $280 million to stop deforestation

","UPDATE 2-J&J; unit to pay $2.5 billion in U.S. hip implant settlement

","BRIEF-Berkshire Hathaway Homeservices Florida Realty buys Elite Preferred Realty

","BRIEF-Canoe Financial says partners with JP Morgan to launch U.S. and global equity income mutual funds

","Highlights Day 3: CMBS attractive; no Fed taper in 2014

",NA,NA,NA,"RESEARCH ALERT-Heartland Payment: Wells Fargo cuts to market perform - Theflyonthewall.com

",NA,NA,NA,"Shareholders raise surveillance concerns at AT&T;, Verizon

","RESEARCH ALERT-Best BUY: Citigroup raises to buy - Theflyonthewall.com

",NA,"Shareholders raise surveillance concerns at AT&T;, Verizon

",NA,"Lowe's outlook disappoints; retailer still lags Home Depot

","Insight: For Intel, Hollywood dreams prove a leap too far

","General Electric wins $560 mln Saudi Electricity order -sources

",NA,NA,NA,NA,"Marlboro maker Philip Morris to enter e-cigarette business

",NA,NA,"Walt Disney's daughter, Diane Disney Miller, dies at age 79

",NA,"BRIEF-Johnson Controls says Raymond Conner elected to co's board of directors

",NA,NA,NA,NA,NA,NA,"Retailers agree on inspection standards for Bangladesh factories

",NA,NA,"RESEARCH ALERT-Danaher: Bernstein raises price target

","RESEARCH ALERT-Medtronic: BMO raises target price

",NA,NA,NA,NA,NA,"US STOCKS-Wall St edges up on mild CPI ahead of Fed minutes

",NA,NA,NA,"UPDATE 3-Royal Mail bankers reject claims sale price was too low

",NA,"BRIEF-U.S. Bancorp Fund Services LLc acquires Quintillion Ltd

",NA,NA,NA,NA,NA,"BRIEF-Caterpillar world dealer retail statistics of machines for 3-month rolling period 2013 down 12 pct

","Qualcomm CEO vows to return 75 percent of free cash flow

",NA,NA,"Lockheed sees more clarity on Saudi naval buy in next months

",NA,NA,NA,NA,NA,NA,NA,NA,"BRIEF-U.S Bank, American Express announce card-issuing agreement

","Lowe's outlook disappoints; retailer still lags Home Depot

",NA,NA,NA,NA,NA,"BRIEF-ConocoPhillips announces production startup and first gas from Jasmine field

",NA,NA,NA,NA,"General Motors banking on the Colorado to be player in mid-sized trucks

",NA,NA,NA,NA,NA,"MOVES- MetLife, Bank of New York Mellon, Mediobanca, Espirito Santo

",NA,NA,NA,"BRIEF-Raytheon increases share repurchase authorization by $2 bln

","MOVES- MetLife, Bank of New York Mellon, Mediobanca, Espirito Santo

",NA,NA

11212013,"UPDATE 3-U.S. jury awards Apple $290 mln in retrial against Samsung

","Deals of the day-Mergers and acquisitions

","RESEARCH ALERT-Facebook, Monster Worldwide: FBR starts with outperform - Theflyonthewall.com

","Amazon tests techie comedy 'Betas' in original programming push

","J&J; chooses two bidders for diagnostics sale negotiations: sources

",NA,"Exclusive: JPMorgan's legal troubles weigh on employee pay: sources

",NA,NA,NA,"BRIEF-Bank of America issues $500 million ""green bond""

","Streelman, Bjorn lead World Cup Down Under

","INDONESIA PRESS-Pertamina Geothermal invites Chevron, Star Energy to build power plants - Bisnis Indonesia

",NA,"BRIEF-Pfizer and GSK to initiate novel combination therapy study in patients with melanoma

",NA,"RESEARCH ALERT-Allianz: Citigroup cuts to neutral

",NA,"INSIGHT-For Intel, Hollywood dreams prove a leap too far

",NA,NA,"Intel CEO says contract manufacturing business to expand

",NA,NA,NA,NA,NA,"RESEARCH ALERT-Philip Morris: Goldman Sachs cuts to neutral

",NA,NA,NA,NA,"BRIEF-Kaman announces new agreement with Boeing for the manufacture and assembly of 747-8 wing-to-body fairing

",NA,NA,NA,NA,NA,"Amgen shares slip after analyst cites Kyprolis risks

",NA,NA,NA,"Honeywell CEO urges sharply lower U.S. corporate tax rate

",NA,NA,NA,NA,NA,NA,NA,NA,"BRIEF-Union Pacific announces new share repurchase authorization,declares fourth quarter dividend

",NA,"Goldman Sachs burned by bad currency bets in third quarter

",NA,NA,NA,NA,"Amazon tests techie comedy 'Betas' in original programming push

",NA,NA,NA,NA,NA,NA,"Gulf buyers eye future purchases of Lockheed's F-35 jet

","BRIEF-OraSure Technologies announces new agreement with Thermo Fisher

",NA,NA,NA,"RESEARCH ALERT-Aetna Inc: Morgan Stanley starts with overweight rating

",NA,NA,"UPDATE 1-Adidas extends World Cup soccer sponsorship until 2030

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. plans to exit GM stake by year-end, may lose $10 billion

",NA,NA,NA,NA,"BlackRock adds Chinese industrials, energy stocks on reform push

",NA,NA,"J&J; chooses two bidders for diagnostics sale negotiations: sources

",NA,NA,NA,NA,NA

11222013,"Smart-device launches set to boost Laird revenue

","Microsoft to win EU okay for $7.3 billion Nokia deal: sources

",NA,"Amazon tests techie comedy 'Betas' in original programming push

","U.S. FDA approves J&J; hepatitis C pill

",NA,NA,NA,NA,NA,"Bank of America intern died of natural causes: inquest

","UPDATE 1-U.S. seeks to add Wells Fargo exec as fraud defendant

","UPDATE 1-Chevron throws doubt on Rosebank North Sea development

",NA,"Novartis chases Pfizer in hot new breast cancer drug area

",NA,NA,NA,NA,NA,NA,"RESEARCH ALERT-Intel: Nomura raises target price to $20 from $18

","Green Dot to acquire GE Capital's prepaid Wal-Mart cards

",NA,"Insight: For Cisco and Huawei, a bruising rivalry reaches stalemate

",NA,"UPDATE 1-Comcast, Charter consider joint bid for Time Warner Cable -report

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. judge throws out SEC lawsuit over 'suspicious' Onyx trading

","Green Dot to acquire GE Capital's prepaid Wal-Mart cards

",NA,NA,NA,NA,"US STOCKS-S&P; 500 ends above 1,800 for first time; healthcare leads

",NA,NA,NA,NA,NA,"BRIEF-Celgene gets positive CHMP opinion for abraxane

",NA,"U.S. Air Force pencils in Sikorsky for helicopter buy

","UPDATE 2-Goldman to sell uranium trading desk as Fed review looms

",NA,NA,NA,NA,"Amazon tests techie comedy 'Betas' in original programming push

",NA,NA,"Caterpillar probed for dumping train parts into sea: WSJ

",NA,NA,NA,"UPDATE 3-S.Korea to buy 40 Lockheed F-35s, further 20 jets still open

",NA,"Time Warner's magazine unit files for spin-off

",NA,NA,"Reckitt hires Morgan Stanley for pharma review-sources

",NA,NA,NA,NA,NA,"UPDATE 1-Comcast, Charter consider joint bid for Time Warner Cable -report

",NA,"US STOCKS-S&P; 500 ends above 1,800 for first time; healthcare leads

",NA,NA,NA,NA,NA,"BRIEF-Duke Energy Renewables to pay $1 mln in fines and restitution regarding bird mortalities at two wind facilities

",NA,"U.S. plans to exit GM stake by year-end, may lose $10 billion

",NA,NA,NA,NA,NA,NA,NA,"Market Chatter- Corporate finance press digest

",NA,NA,NA,NA,NA

11252013,"Nuance profit forecast hit by shift to subscriptions

",NA,"US STOCKS-Dow ends at record high; Nasdaq loses grip on 4,000

",NA,"US STOCKS-Futures point to continued rally, but oil dips

",NA,NA,NA,NA,NA,"Spain's 'bad bank' sells loan bundle to Bank of America: sources

",NA,"PDVSA's oil exports to Citgo decline, U.S. oil firms buy more -EIA

",NA,NA,NA,"Citigroup can't block Abu Dhabi arbitration over $7.5 billion stake

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wal-Mart veteran McMillon to replace Duke as CEO next year

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adobe says breach notification taking longer than anticipated

",NA,NA,NA,NA,"Qualcomm faces antitrust probe in China

",NA,NA,NA,NA,NA,NA,NA,"UPDATE 1-Vattenfall hires Morgan Stanley to sell UK wind park - sources

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REFILE-GM investors to focus on buybacks, dividend after Treasury exit

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

11262013,"Apple supplier Biel Crystal violates workers rights: HK activists

",NA,"Insight: At Web startups, glossy numbers often mean little

","German watchdog ends Amazon probe after pricing concession

",NA,NA,NA,NA,NA,NA,NA,NA,"U.S. trial ends over Ecuador pollution judgment against Chevron

",NA,"INDIA PRESS-Pfizer set to change India management structure in line with global model-Mint

",NA,NA,NA,NA,NA,NA,"RPT-Fitch affirms Intel's ratings at 'A+'; outlook stable

","GE signs nearly $700 mln turbine supply deal with Saudi Arabia

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Airbus aims to overtake Boeing fleet in Latin America next year

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monte Paschi hires Goldman,Citi,Mediobanca for cash call-sources

",NA,NA,NA,NA,NA,NA,NA,NA,"China probe may be aimed at Qualcomm's 4G royalties

",NA,NA,"South Korea order would drive F-35 per-plane cost lower

","Deals of the day- Mergers and acquisitions

",NA,NA,NA,"Exclusive: U.S. expands China hiring probe to Morgan Stanley

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exclusive: Danaher, Blackstone in joint bid for Ashland water unit - sources

",NA,NA,NA,NA,NA

11272013,"US STOCKS-Dow and S&P; 500 hit records, Nasdaq lifted by tech

","Microsoft blocks censorship of Skype in China: advocacy group

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citigroup seeks to end financier Hands' U.S. lawsuit over EMI

",NA,NA,NA,NA,NA,"Boeing icing problems may lead to forced landings: FAA

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boeing icing problems may lead to forced landings: FAA

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deals of the day- Mergers and acquisitions

",NA,"Exclusive: U.S. expands China hiring probe to Morgan Stanley

",NA,NA,NA,NA,NA,"Charter seeks to raise $25 bln to fund Time Warner Cable bid -report

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exclusive: Danaher, Blackstone in joint bid for Ashland water unit - sources

",NA,NA,NA,NA,NA

11292013,"Taiwan stocks rise again, Apple suppliers jump

",NA,NA,"Amazon Germany says more worried about snow than strikes

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GREECE - Factors to Watch on November 29

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'Catching Fire,' 'Frozen' heat up Thanksgiving film box office

",NA,NA,NA,NA,NA,NA,NA,NA,"Fights, store evacuation mar U.S. holiday shopping rush

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goldman Sachs sued in Singapore penny stock saga

",NA,NA,"Monte Paschi outsources back-office ops, 1,100 jobs

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Motors appoints Matt Tsien as China president

",NA,NA,NA,NA,NA,"UPDATE 1-Metlife, AIA place final bids for Citi bank distribution deal-sources

",NA,NA,NA,NA,NA,NA,"UPDATE 1-Journal withdraws controversial French Monsanto GM study

"

12022013,"Apple buys social analytics startup Topsy

","U.S. approves Microsoft purchase of Nokia's mobile business

","Twitter stock gets mixed reviews from IPO underwriters

","Technology, rules keep Amazon drone delivery in hangar, for now

",NA,NA,"Fed approves capital plans of Goldman and JPMorgan

","INDONESIA PRESS-Pertamina buys 10 pct stakes in Exxon Mobil Iraq - Investor Daily

",NA,NA,"Bank of America to pay Freddie Mac $404 million in mortgage settlement

",NA,"Chevron resumes east Romanian shale gas search

",NA,NA,NA,"Citigroup's Keefe moving to Japan

",NA,NA,NA,NA,NA,NA,NA,NA,"Forest Labs to buy schizophrenia drug, cut costs

","Comcast tests new ad tech to help networks capture binge viewers

",NA,NA,NA,NA,NA,"Russian titanium firm VSMPO sees bright future on aerospace boom

",NA,"US STOCKS-Wall St ends lower as mining companies slump

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fed approves capital plans of Goldman and JPMorgan

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fitch Rates Starbucks' Proposed $750MM Notes Issuance 'A-'

","UPDATE 1-Lockheed says Pentagon recertifies cost-tracking system

",NA,NA,"CVS pays $4.25 million to resolve Medicaid billing charges

",NA,"Ameriprise hires advisers from Morgan Stanley, PNC, UBS

",NA,NA,NA,NA,NA,NA,NA,"Biogen says FDA extending review of hemophilia drug

","Ameriprise hires advisers from Morgan Stanley, PNC, UBS

",NA,"Nigeria's Oando delays deal for ConocoPhillips assets

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

12032013,"China Mobile briefly takes pre-orders for iPhones -Fortune.com

","Google takes on Amazon by cutting cloud service prices

","Facebook phases in 'Unfollow' button

","US STOCKS-Dow, S&P; fall for 3rd straight day; retail weighs

",NA,NA,"U.S. regulators plan December 10 Volcker rule vote

",NA,NA,NA,"New Issue- Bank of America prices dual tranche deal

","Wells Fargo: U.S. targeting exec as defendant may be retaliation

",NA,NA,NA,NA,"EU readies multi-million euro benchmark rigging fines: sources

","UnitedHealth says health reform to cost up to $1 per share in 2014

",NA,"BRIEF-Visa shares down 2 pct in premarket trading

",NA,NA,NA,NA,NA,NA,"Singer Rita Ora joins 'Fifty Shades of Grey' film

",NA,NA,NA,NA,NA,"BlackBerry says making headway with corporate, gov't clients

",NA,NA,NA,"Google takes on Amazon by cutting cloud service prices

",NA,NA,"China's Tencent brand valued at $34 bln, close to Wal-Mart

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OncoMed stock doubles after cancer drug deal with Celgene

",NA,NA,"Rogue trader should pay $118 mln to Goldman Sachs -U.S.

","Schlumberger sees 2 pct fourth-quarter profit hit from Iraq shutdown

",NA,NA,NA,NA,"Novartis opens animal health books to Bayer and Lilly: sources

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRIEF-GM sees US auto industry exiting year at 16 million vehicle monthly sales rate

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raytheon CEO sees $4 billion-$5 billion in Mideast orders in 'weeks'

",NA,NA,NA

12042013,"Billionaire investor Icahn steps up pressure on Apple

","EU Commission approves Microsoft takeover of Nokia business

","Brazil delays vote on anti-spying Internet bill -lawmaker

",NA,"J&J; sterilization unit to pay $1.25 mln for FDA violations

",NA,NA,NA,NA,NA,"Bank of America settles municipal bond rigging lawsuit

",NA,NA,NA,"Pfizer to expand clinical data access to researchers, patients

",NA,"Bank of America, Citigroup faulted over mortgage servicing

",NA,NA,NA,NA,NA,NA,"UPDATE 1-China Huiyuan Juice seeks up to $50 mln in equity capital-IFR

",NA,NA,NA,"UPDATE 3-Philip Morris, Japan Tobacco seek Russia advantage with $1.5 bln deal

",NA,NA,"Disney in China digital entertainment venture with BesTV

",NA,"Video wades into Lockheed-Boeing battle over Canadian jet orders

",NA,NA,NA,NA,NA,NA,"RPT-Wal-Mart pays lawyer fees for dozens of execs in bribery probe

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goldman hired to advise on Hong Kong's Wing Hang Bank sale: sources

",NA,NA,NA,NA,"Netflix meets with officials on French launch

",NA,NA,NA,NA,NA,NA,"Video wades into Lockheed-Boeing battle over Canadian jet orders

","Fitch Downgrades Thermo Fisher's IDR to 'BBB'; Affirms Life Tech's IDR at 'BBB'

",NA,NA,NA,"Exclusive: Morgan Stanley, UBS hired to run Applus+ IPO - source

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Issue- Mondelez prices multi tranche deal

",NA,NA,"Hedge fund Hayman Capital takes stake in GM: source

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

12052013,"US STOCKS-Fed uncertainty sends the Dow, S&P; 500 down for 5th day

","Microsoft assures international business customers on spying

",NA,NA,NA,NA,"UPDATE 1-JPMorgan warns 465,000 card users on data loss after cyber attack

","Major companies plan for U.S. carbon emissions fee, report says

",NA,NA,"U.S. judge weighs penalties after Bank of America fraud verdict

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GE CEO says no plans to buy oil or natural gas producer

",NA,NA,"Germany's Merck to buy hi-tech materials firm AZ for $2.6 billion

",NA,"RPT-UPDATE 3-Philip Morris, Japan Tobacco seek Russia advantage with $1.5 bln deal

",NA,NA,NA,NA,"Boeing may spend $10 billion on 777X jet plant: report

",NA,NA,NA,NA,"U.S. fast-food workers rally for higher minimum wage

",NA,"Analysis: Did smarter shopping kill Black Friday?

",NA,NA,NA,"EU mergers and takeovers (Dec 5)

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tomkins taps BofA, Goldman, Morgan Stanley to lead IPO -sources

",NA,NA,NA,NA,NA,"Lilly depression drug fails late-stage trials

",NA,NA,NA,NA,NA,"Pentagon focused on weapons, data fusion as F-35 nears combat use

",NA,NA,NA,NA,"Morgan Stanley gives brokers incentive to find clients' outside money

",NA,"Costco November same-store sales miss expectations

",NA,NA,NA,NA,NA,NA,NA,NA,"RPT-ConocoPhillips cuts some output at Ekofisk field due to storm

",NA,NA,NA,NA,"GM's Holden to exit Australia as early as 2016: reports

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

12062013,"Apple spent over $60 million on U.S. lawyers against Samsung

","Microsoft leads disruption of largest infected global PC network

",NA,NA,NA,NA,"Exclusive: Comcast taps JPMorgan on potential Time Warner Cable bid - sources

","UPDATE 2-Statoil, ExxonMobil plan aggressive Tanzania exploration

",NA,NA,"Bank of America's record $500 million accord over Countrywide wins approval

","Raymond James hires adviser team from Wells Fargo

","Chevron's $6.4 billion China gas project pushed back again: sources

","INDONESIA PRESS-P&G; to develop $100 mln plant in 2014- Kontan

",NA,NA,NA,NA,NA,NA,NA,"US STOCKS-Wall St jumps on jobs; Dow, S&P; end lower for the week

","GE to settle municipal bond rigging lawsuit for $18 million

",NA,NA,NA,"Exclusive: Comcast taps JPMorgan on potential Time Warner Cable bid - sources

",NA,NA,NA,"Disney secures rights for future 'Indiana Jones' films

",NA,"Air Canada appears close to buying up to 60 jets: sources

",NA,NA,NA,NA,NA,NA,"Analysis: Deep discounts sound warning for U.S. retail profits

",NA,NA,NA,NA,"UPDATE 3-US FDA approves Gilead's $1,000-a-day hepatitis C pill

",NA,NA,NA,NA,NA,NA,NA,NA,"Rogue trader gets prison, told to repay Goldman $118 million

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pentagon sees ""significant interest"" in F-35 from Gulf

",NA,NA,NA,NA,NA,NA,NA,"UPDATE 1-Nike and Adidas square off for Brazil World Cup in ongoing brand battle

",NA,NA,NA,NA,NA,"PNC to pay $89 million to Freddie Mac to settle mortgage dispute

",NA,"UPDATE 1-ConocoPhillips sets 2014 budget of $16.7 billion

",NA,NA,NA,NA,"Analysis: GM moves to boost profit in Asia, Europe long overdue

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pentagon approves $1.1 billion Raytheon missile sale to Saudi Arabia

",NA,NA,NA

12092013,"Qualcomm plans smartphone chips with 64-bit technology

",NA,"U.S. tech companies call for more controls on surveillance

",NA,NA,NA,"Republican SEC member blasts $13 billion JPMorgan settlement

",NA,NA,NA,NA,NA,NA,NA,"US high court leaves intact $142 million verdict against Pfizer

",NA,NA,NA,NA,NA,NA,NA,"Ex-GE bankers freed, U.S. too slow to charge bid rigging -court

",NA,NA,"Merck agrees to proposed $27.7 million settlement over Fosamax lawsuits

",NA,NA,NA,NA,NA,NA,"Boeing must decide on F/A-18 production in March 2014: executive

",NA,NA,NA,NA,"McDonald's November sales miss as U.S. weakness persists

",NA,NA,NA,NA,NA,NA,NA,"Bristol drug for fat disorder may work, but risky -FDA staff

",NA,NA,"Texas Instruments narrows quarterly forecast in slow economy

",NA,NA,NA,NA,"Goldman Sachs strategists tout stocks in 2014 on better growth

",NA,NA,NA,NA,NA,NA,NA,NA,"Qualcomm plans smartphone chips with 64-bit technology

",NA,NA,NA,NA,"Deals of the day-Mergers and acquisitions

",NA,NA,NA,NA,NA,NA,NA,NA,"Time Warner Cable, Charter execs see benefits of deals but in no rush

